Unnamed: 0,match_id,player,batting_team,runs,balls_faced,fours,sixes,is_dismissed,dismissal_kind,inning,strike_rate,balls_bowled,runs_conceded,dot_balls,wickets,overs,economy,maidens,catches,run_outs,direct_run_out,stadium,pitch_type,grass_cover,moisture,dew_prediction,bounce_and_carry,fantasy_points,matchYear,matchMonth,matchDay,matchDayOfWeek,matchDayOfYear
755,1216526,RD Chahar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,18.0,13.0,2.0,4.0,4.5,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,79.0,2020,10,16,4,290
756,1216526,RG Sharma,Mumbai Indians,35.0,36.0,5.0,1.0,1.0,caught,2.0,97.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,61.0,2020,10,16,4,290
757,1216526,SA Yadav,Mumbai Indians,10.0,10.0,1.0,0.0,1.0,bowled,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,22.0,2020,10,16,4,290
758,1216526,Shivam Mavi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,24.0,9.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,39.0,2020,10,16,4,290
759,1216526,Shubman Gill,Kolkata Knight Riders,21.0,26.0,2.0,0.0,1.0,caught,1.0,80.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,29.0,2020,10,16,4,290
760,1216526,TA Boult,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,31.0,11.0,1.0,4.0,7.75,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,41.0,2020,10,16,4,290
740,1216526,AD Russell,Kolkata Knight Riders,12.0,9.0,1.0,1.0,1.0,caught,1.0,133.33333333333331,12.0,15.0,5.0,0.0,2.0,7.5,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,27.0,2020,10,16,4,290
742,1216526,CV Varun,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,23.0,10.0,1.0,4.0,5.75,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,44.0,2020,10,16,4,290
743,1216526,EJG Morgan,Kolkata Knight Riders,39.0,29.0,2.0,2.0,0.0,0,1.0,134.48275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,61.0,2020,10,16,4,290
754,1216526,RA Tripathi,Kolkata Knight Riders,7.0,10.0,1.0,0.0,1.0,caught,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,11.0,2020,10,16,4,290
655,1216522,Gurkeerat Singh,Royal Challengers Bangalore,19.0,19.0,1.0,0.0,0.0,0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,23.0,2020,10,17,5,291
377,1216509,K Rabada,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,31.0,14.0,1.0,4.0,7.75,1.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,56.0,2020,10,17,5,291
376,1216509,F du Plessis,Chennai Super Kings,58.0,48.0,6.0,2.0,1.0,caught,1.0,120.83333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,118.0,2020,10,17,5,291
371,1216509,AR Patel,Delhi Capitals,21.0,5.0,0.0,3.0,0.0,0,2.0,420.0,24.0,23.0,5.0,0.0,4.0,5.75,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,48.0,2020,10,17,5,291
374,1216509,DJ Bravo,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,22.0,5.0,1.0,3.0,7.333333333333333,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,35.0,2020,10,17,5,291
372,1216509,AT Carey,Delhi Capitals,4.0,7.0,0.0,0.0,1.0,caught,2.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,12.0,2020,10,17,5,291
378,1216509,KV Sharma,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,34.0,3.0,0.0,3.0,11.333333333333334,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,-1.0,2020,10,17,5,291
375,1216509,DL Chahar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,18.0,10.0,2.0,4.0,4.5,1.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,88.0,2020,10,17,5,291
379,1216509,MP Stoinis,Delhi Capitals,24.0,14.0,1.0,2.0,1.0,caught,2.0,171.42857142857142,6.0,10.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,47.0,2020,10,17,5,291
384,1216509,S Dhawan,Delhi Capitals,101.0,61.0,14.0,1.0,0.0,0,2.0,165.5737704918033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,211.0,2020,10,17,5,291
381,1216509,PP Shaw,Delhi Capitals,0.0,2.0,0.0,0.0,1.0,caught and bowled,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,-2.0,2020,10,17,5,291
382,1216509,R Ashwin,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,30.0,5.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,3.0,2020,10,17,5,291
383,1216509,RA Jadeja,Chennai Super Kings,33.0,14.0,0.0,4.0,0.0,0,1.0,235.71428571428572,12.0,34.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,58.0,2020,10,17,5,291
385,1216509,SM Curran,Chennai Super Kings,0.0,3.0,0.0,0.0,1.0,caught,1.0,0.0,25.0,34.0,11.0,1.0,4.0,8.5,0.0,1.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,47.0,2020,10,17,5,291
386,1216509,SN Thakur,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,39.0,5.0,1.0,4.0,9.75,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,35.0,2020,10,17,5,291
387,1216509,SR Watson,Chennai Super Kings,36.0,28.0,6.0,0.0,1.0,bowled,1.0,128.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,60.0,2020,10,17,5,291
388,1216509,SS Iyer,Delhi Capitals,23.0,23.0,1.0,1.0,1.0,caught,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,33.0,2020,10,17,5,291
670,1216522,YS Chahal,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,31.0,10.0,2.0,4.0,7.75,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,70.0,2020,10,17,5,291
389,1216509,TU Deshpande,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,37.0,11.0,1.0,4.0,9.25,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,41.0,2020,10,17,5,291
380,1216509,MS Dhoni,Chennai Super Kings,3.0,5.0,0.0,0.0,1.0,caught,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,3.0,2020,10,17,5,291
669,1216522,Washington Sundar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,25.0,7.0,0.0,3.0,8.333333333333334,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,7.0,2020,10,17,5,291
657,1216522,JC Archer,Rajasthan Royals,2.0,4.0,0.0,0.0,1.0,lbw,1.0,50.0,23.0,37.0,9.0,0.0,3.0,12.333333333333334,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,5.0,2020,10,17,5,291
668,1216522,V Kohli,Royal Challengers Bangalore,43.0,34.0,1.0,2.0,1.0,caught,2.0,126.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,59.0,2020,10,17,5,291
369,1216509,A Nortje,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,44.0,10.0,2.0,4.0,11.0,0.0,1.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,74.0,2020,10,17,5,291
373,1216509,AT Rayudu,Chennai Super Kings,45.0,26.0,1.0,4.0,0.0,0,1.0,173.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,87.0,2020,10,17,5,291
370,1216509,AM Rahane,Delhi Capitals,8.0,10.0,1.0,0.0,1.0,caught,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharjah Cricket Stadium,Batting-friendly,Low,Low,Moderate,Low,12.0,2020,10,17,5,291
667,1216522,Shahbaz Ahmed,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,18.0,3.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,11.0,2020,10,17,5,291
666,1216522,SV Samson,Rajasthan Royals,9.0,6.0,0.0,1.0,1.0,caught,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,15.0,2020,10,17,5,291
664,1216522,S Gopal,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,31.0,6.0,1.0,4.0,7.75,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,36.0,2020,10,17,5,291
663,1216522,RV Uthappa,Rajasthan Royals,41.0,24.0,7.0,1.0,1.0,caught,1.0,170.83333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,89.0,2020,10,17,5,291
662,1216522,R Tewatia,Rajasthan Royals,19.0,11.0,1.0,1.0,0.0,0,1.0,172.72727272727272,30.0,24.0,13.0,1.0,5.0,4.8,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,92.0,2020,10,17,5,291
661,1216522,Navdeep Saini,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,30.0,6.0,0.0,4.0,7.5,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,14.0,2020,10,17,5,291
665,1216522,SPD Smith,Rajasthan Royals,57.0,36.0,6.0,1.0,1.0,caught,1.0,158.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,99.0,2020,10,17,5,291
659,1216522,JD Unadkat,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,45.0,9.0,0.0,4.0,11.25,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,5.0,2020,10,17,5,291
658,1216522,JC Buttler,Rajasthan Royals,24.0,27.0,1.0,1.0,1.0,caught,1.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,34.0,2020,10,17,5,291
656,1216522,I Udana,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,41.0,6.0,0.0,3.0,13.666666666666666,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,0.0,2020,10,17,5,291
654,1216522,D Padikkal,Royal Challengers Bangalore,35.0,42.0,2.0,0.0,1.0,caught,2.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,43.0,2020,10,17,5,291
653,1216522,CH Morris,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,22.0,16.0,4.0,4.0,5.5,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,160.0,2020,10,17,5,291
652,1216522,BA Stokes,Rajasthan Royals,15.0,21.0,2.0,0.0,1.0,caught,1.0,71.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,31.0,2020,10,17,5,291
651,1216522,AJ Finch,Royal Challengers Bangalore,14.0,12.0,0.0,2.0,1.0,caught,2.0,116.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,34.0,2020,10,17,5,291
660,1216522,Kartik Tyagi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,29.0,11.0,1.0,4.0,7.25,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,41.0,2020,10,17,5,291
650,1216522,AB de Villiers,Royal Challengers Bangalore,55.0,23.0,1.0,6.0,0.0,0,2.0,239.1304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,117.0,2020,10,17,5,291
447,1216512,N Rana,Kolkata Knight Riders,29.0,20.0,3.0,1.0,1.0,caught,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,57.0,2020,10,18,6,292
564,1216517,Ravi Bishnoi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,12.0,5.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,37.0,2020,10,18,6,292
563,1216517,RG Sharma,Mumbai Indians,11.0,11.0,2.0,0.0,1.0,bowled,1.818181818181818,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,27.0,2020,10,18,6,292
559,1216517,N Pooran,Kings XI Punjab,24.0,13.0,2.0,2.0,2.0,caughtcaught,2.076923076923077,184.6153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,58.0,2020,10,18,6,292
561,1216517,Q de Kock,Mumbai Indians,56.0,47.0,3.0,3.0,2.0,caughtrun out,1.1914893617021276,119.14893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,94.0,2020,10,18,6,292
560,1216517,NM Coulter-Nile,Mumbai Indians,24.0,12.0,4.0,0.0,0.0,0,1.0,200.0,24.0,33.0,9.0,0.0,4.0,8.25,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,63.0,2020,10,18,6,292
558,1216517,Mohammed Shami,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,35.0,13.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,107.0,2020,10,18,6,292
566,1216517,TA Boult,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,62.0,7.0,1.0,4.0,15.5,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,39.0,2020,10,18,6,292
562,1216517,RD Chahar,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,33.0,9.0,2.0,4.0,8.25,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,69.0,2020,10,18,6,292
556,1216517,M Ashwin,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,28.0,7.0,0.0,3.0,9.333333333333334,0.0,2.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,23.0,2020,10,18,6,292
443,1216512,KS Williamson,Sunrisers Hyderabad,29.0,20.0,4.0,1.0,1.0,caught,2.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,53.0,2020,10,18,6,292
445,1216512,LH Ferguson,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,17.0,15.0,5.0,4.0,4.25,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,195.0,2020,10,18,6,292
436,1216512,Abdul Samad,Sunrisers Hyderabad,25.0,17.0,2.0,1.0,2.0,caughtbowled,2.1176470588235294,147.05882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,41.0,2020,10,18,6,292
437,1216512,Basil Thampi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,46.0,5.0,1.0,4.0,11.5,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,31.0,2020,10,18,6,292
438,1216512,CV Varun,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,32.0,7.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,37.0,2020,10,18,6,292
440,1216512,EJG Morgan,Kolkata Knight Riders,35.0,25.0,3.0,1.0,1.0,caught,1.24,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,55.0,2020,10,18,6,292
441,1216512,JM Bairstow,Sunrisers Hyderabad,36.0,28.0,7.0,0.0,1.0,caught,2.0,128.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,64.0,2020,10,18,6,292
442,1216512,KD Karthik,Kolkata Knight Riders,29.0,16.0,2.0,2.0,0.0,0,1.375,181.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,55.0,2020,10,18,6,292
557,1216517,MA Agarwal,Kings XI Punjab,19.0,12.0,3.0,0.0,1.0,bowled,2.6666666666666665,158.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,43.0,2020,10,18,6,292
439,1216512,DA Warner,Sunrisers Hyderabad,47.0,35.0,5.0,0.0,1.0,bowled,2.0285714285714285,134.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,69.0,2020,10,18,6,292
444,1216512,Kuldeep Yadav,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,17.0,6.0,0.0,3.0,5.666666666666667,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,10.0,2020,10,18,6,292
555,1216517,KL Rahul,Kings XI Punjab,81.0,57.0,7.0,3.0,2.0,bowledlbw,2.070175438596491,142.10526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,149.0,2020,10,18,6,292
435,1216512,AD Russell,Kolkata Knight Riders,9.0,11.0,1.0,0.0,1.0,caught,1.0,81.81818181818183,13.0,28.0,4.0,0.0,2.0,14.0,0.0,1.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,19.0,2020,10,18,6,292
553,1216517,KA Pollard,Mumbai Indians,42.0,18.0,2.0,4.0,1.0,run out,2.3333333333333335,233.33333333333337,14.0,24.0,5.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,79.0,2020,10,18,6,292
554,1216517,KH Pandya,Mumbai Indians,34.0,30.0,4.0,1.0,1.0,caught,1.0,113.33333333333331,12.0,12.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,63.0,2020,10,18,6,292
565,1216517,SA Yadav,Mumbai Indians,0.0,4.0,0.0,0.0,1.0,caught,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,-2.0,2020,10,18,6,292
446,1216512,MK Pandey,Sunrisers Hyderabad,6.0,7.0,0.0,0.0,1.0,bowled,2.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,14.0,2020,10,18,6,292
448,1216512,PJ Cummins,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,28.0,13.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,43.0,2020,10,18,6,292
449,1216512,PK Garg,Sunrisers Hyderabad,4.0,7.0,0.0,0.0,1.0,bowled,2.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,20.0,2020,10,18,6,292
450,1216512,RA Tripathi,Kolkata Knight Riders,23.0,16.0,2.0,1.0,1.0,bowled,1.0,143.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,39.0,2020,10,18,6,292
452,1216512,Sandeep Sharma,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,27.0,6.0,0.0,4.0,6.75,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,8.0,2020,10,18,6,292
453,1216512,Shivam Mavi,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,33.0,7.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,33.0,2020,10,18,6,292
454,1216512,Shubman Gill,Kolkata Knight Riders,36.0,37.0,5.0,0.0,1.0,caught,1.0,97.2972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,72.0,2020,10,18,6,292
455,1216512,T Natarajan,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,39.0,9.0,2.0,4.0,9.75,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,69.0,2020,10,18,6,292
451,1216512,Rashid Khan,Sunrisers Hyderabad,1.0,2.0,0.0,0.0,0.0,0,2.0,50.0,28.0,29.0,12.0,1.0,4.0,7.25,0.0,0.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,43.0,2020,10,18,6,292
544,1216517,AS Roy,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,8.0,2020,10,18,6,292
545,1216517,Arshdeep Singh,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,34.0,9.0,2.0,3.0,11.333333333333334,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,65.0,2020,10,18,6,292
546,1216517,CH Gayle,Kings XI Punjab,31.0,25.0,1.0,3.0,1.0,caught,2.32,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,53.0,2020,10,18,6,292
547,1216517,CJ Jordan,Kings XI Punjab,13.0,8.0,2.0,0.0,1.0,run out,2.0,162.5,26.0,41.0,9.0,2.0,4.0,10.25,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,88.0,2020,10,18,6,292
548,1216517,DJ Hooda,Kings XI Punjab,24.0,17.0,1.0,1.0,0.0,0,2.0588235294117645,141.1764705882353,6.0,9.0,2.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,46.0,2020,10,18,6,292
549,1216517,GJ Maxwell,Kings XI Punjab,0.0,2.0,0.0,0.0,1.0,caught,2.0,0.0,24.0,24.0,9.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,9.0,2020,10,18,6,292
550,1216517,HH Pandya,Mumbai Indians,9.0,6.0,0.0,1.0,1.0,caught,2.3333333333333335,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,15.0,2020,10,18,6,292
551,1216517,Ishan Kishan,Mumbai Indians,7.0,7.0,1.0,0.0,1.0,caught,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai International Cricket Stadium,Balanced,Medium,Low,High,True bounce,11.0,2020,10,18,6,292
456,1216512,V Shankar,Sunrisers Hyderabad,7.0,10.0,0.0,0.0,1.0,caught,2.0,70.0,24.0,20.0,13.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,Sheikh Zayed Stadium,Sluggish,Low,Low,High,Sluggish,62.0,2020,10,18,6,292
