match_id,date,bowler,wickets,runs_given,overs_bowled
1216541,2020-10-25,JL Pattinson,2,38,4
1216541,2020-10-25,KA Pollard,0,15,2
1216541,2020-10-25,KH Pandya,0,20,2
1216541,2020-10-25,Kartik Tyagi,1,45,4
1216541,2020-10-25,R Tewatia,0,25,4
1216541,2020-10-25,RD Chahar,0,35,3
1216541,2020-10-25,S Gopal,2,30,4
1216541,2020-10-25,TA Boult,0,40,4
1216542,2020-10-08,Abdul Samad,0,28,1
1216542,2020-10-08,Abhishek Sharma,1,15,1
1216542,2020-10-08,Arshdeep Singh,2,29,4
1216542,2020-10-08,GJ Maxwell,0,26,2
1216542,2020-10-08,KK Ahmed,3,24,3
1216542,2020-10-08,Mohammed Shami,1,40,4
1216542,2020-10-08,Mujeeb Ur Rahman,0,39,4
1216542,2020-10-08,Rashid Khan,3,12,4
1216542,2020-10-08,Ravi Bishnoi,3,29,3
1216542,2020-10-08,SS Cottrell,0,27,3
1216542,2020-10-08,Sandeep Sharma,0,26,4
1216542,2020-10-08,T Natarajan,3,23,4
1216543,2020-10-14,A Nortje,2,33,4
1216543,2020-10-14,AR Patel,2,32,4
1216543,2020-10-14,BA Stokes,0,22,2
1216543,2020-10-14,JC Archer,3,16,4
1216543,2020-10-14,JD Unadkat,2,32,3
1216543,2020-10-14,K Rabada,1,28,4
1216543,2020-10-14,Kartik Tyagi,1,29,4
1216543,2020-10-14,R Ashwin,1,17,4
1216543,2020-10-14,R Tewatia,0,23,3
1216543,2020-10-14,S Gopal,1,29,4
1216543,2020-10-14,TU Deshpande,2,33,4
1216544,2020-10-25,CH Morris,1,35,4
1216544,2020-10-25,DL Chahar,2,31,4
1216544,2020-10-25,Imran Tahir,0,30,4
1216544,2020-10-25,MJ Santner,1,23,4
1216544,2020-10-25,MM Ali,0,17,2
1216544,2020-10-25,Mohammed Siraj,0,29,2
1216544,2020-10-25,Monu Kumar,0,16,2
1216544,2020-10-25,Navdeep Saini,0,19,3
1216544,2020-10-25,RA Jadeja,0,20,3
1216544,2020-10-25,SM Curran,3,16,3
1216544,2020-10-25,Washington Sundar,0,27,4
1216544,2020-10-25,YS Chahal,1,21,4
1216545,2020-09-26,AD Russell,2,15,2
1216545,2020-09-26,Abhishek Sharma,0,11,1
1216545,2020-09-26,B Kumar,0,28,3
1216545,2020-09-26,CV Varun,1,25,4
1216545,2020-09-26,KK Ahmed,1,28,3
1216545,2020-09-26,KL Nagarkoti,0,16,2
1216545,2020-09-26,Kuldeep Yadav,0,15,2
1216545,2020-09-26,Mohammad Nabi,0,20,4
1216545,2020-09-26,PJ Cummins,1,19,4
1216545,2020-09-26,Rashid Khan,1,25,4
1216545,2020-09-26,SP Narine,0,31,4
1216545,2020-09-26,Shivam Mavi,0,14,2
1216545,2020-09-26,T Natarajan,1,26,3
1216546,2020-10-20,AR Patel,1,27,4
1216546,2020-10-20,Arshdeep Singh,0,30,3
1216546,2020-10-20,DR Sams,0,28,4
1216546,2020-10-20,GJ Maxwell,1,31,4
1216546,2020-10-20,JDS Neesham,1,17,2
1216546,2020-10-20,K Rabada,2,26,4
1216546,2020-10-20,M Ashwin,1,32,4
1216546,2020-10-20,MP Stoinis,0,12,1
1216546,2020-10-20,Mohammed Shami,2,26,4
1216546,2020-10-20,R Ashwin,2,26,4
1216546,2020-10-20,Ravi Bishnoi,0,24,3
1216546,2020-10-20,TU Deshpande,0,40,2
1216547,2020-09-28,A Zampa,1,53,4
1216547,2020-09-28,I Udana,2,42,4
1216547,2020-09-28,JJ Bumrah,0,52,5
1216547,2020-09-28,JL Pattinson,0,51,4
1216547,2020-09-28,KA Pollard,0,13,1
1216547,2020-09-28,KH Pandya,0,22,3
1216547,2020-09-28,Navdeep Saini,1,47,5
1216547,2020-09-28,RD Chahar,1,30,4
1216547,2020-09-28,TA Boult,2,34,4
1216547,2020-09-28,Washington Sundar,1,12,4
1216547,2020-09-28,YS Chahal,1,48,4
1237177,2020-11-05,A Nortje,1,50,4
1237177,2020-11-05,AR Patel,0,27,3
1237177,2020-11-05,DR Sams,0,44,4
1237177,2020-11-05,JJ Bumrah,4,13,4
1237177,2020-11-05,K Rabada,0,41,4
1237177,2020-11-05,KA Pollard,1,33,4
1237177,2020-11-05,KH Pandya,1,21,4
1237177,2020-11-05,MP Stoinis,1,5,1
1237177,2020-11-05,NM Coulter-Nile,0,26,4
1237177,2020-11-05,R Ashwin,3,29,4
1237177,2020-11-05,RD Chahar,0,35,2
1237177,2020-11-05,TA Boult,2,9,2
1237178,2020-11-06,A Zampa,1,11,4
1237178,2020-11-06,JO Holder,3,23,4
1237178,2020-11-06,MM Ali,0,4,1
1237178,2020-11-06,Mohammed Siraj,2,25,4
1237178,2020-11-06,Navdeep Saini,0,31,4
1237178,2020-11-06,Rashid Khan,0,22,4
1237178,2020-11-06,S Dube,0,7,1
1237178,2020-11-06,S Nadeem,2,28,4
1237178,2020-11-06,Sandeep Sharma,0,21,4
1237178,2020-11-06,T Natarajan,2,33,4
1237178,2020-11-06,Washington Sundar,0,20,2
1237178,2020-11-06,YS Chahal,1,24,4
1237180,2020-11-08,A Nortje,0,36,4
1237180,2020-11-08,AR Patel,1,33,4
1237180,2020-11-08,JO Holder,1,50,4
1237180,2020-11-08,K Rabada,4,27,4
1237180,2020-11-08,MP Stoinis,3,25,3
1237180,2020-11-08,P Dubey,0,14,2
1237180,2020-11-08,R Ashwin,0,31,3
1237180,2020-11-08,Rashid Khan,1,26,4
1237180,2020-11-08,S Nadeem,0,46,4
1237180,2020-11-08,Sandeep Sharma,1,30,4
1237180,2020-11-08,T Natarajan,0,29,4
1237181,2020-11-10,A Nortje,2,25,3
1237181,2020-11-10,AR Patel,0,16,4
1237181,2020-11-10,J Yadav,1,25,4
1237181,2020-11-10,JJ Bumrah,0,28,4
1237181,2020-11-10,K Rabada,1,32,3
1237181,2020-11-10,KA Pollard,0,12,1
1237181,2020-11-10,KH Pandya,0,29,3
1237181,2020-11-10,MP Stoinis,1,23,2
1237181,2020-11-10,NM Coulter-Nile,3,28,4
1237181,2020-11-10,P Dubey,0,29,3
1237181,2020-11-10,R Ashwin,1,28,4
1237181,2020-11-10,TA Boult,3,30,4
1254058,2021-04-09,DT Christian,0,20,2
1254058,2021-04-09,HV Patel,6,26,4
1254058,2021-04-09,JJ Bumrah,3,26,4
1254058,2021-04-09,KA Jamieson,1,26,4
1254058,2021-04-09,KH Pandya,1,25,4
1254058,2021-04-09,M Jansen,3,24,4
1254058,2021-04-09,Mohammed Siraj,0,21,4
1254058,2021-04-09,RD Chahar,0,43,4
1254058,2021-04-09,Shahbaz Ahmed,0,14,1
1254058,2021-04-09,TA Boult,1,30,4
1254058,2021-04-09,Washington Sundar,1,7,1
1254058,2021-04-09,YS Chahal,1,41,4
1254059,2021-04-10,A Mishra,0,27,3
1254059,2021-04-10,Avesh Khan,3,22,4
1254059,2021-04-10,CR Woakes,2,18,3
1254059,2021-04-10,DJ Bravo,1,27,4
1254059,2021-04-10,DL Chahar,0,36,4
1254059,2021-04-10,MM Ali,0,32,3
1254059,2021-04-10,MP Stoinis,0,25,2
1254059,2021-04-10,R Ashwin,1,47,4
1254059,2021-04-10,RA Jadeja,0,16,2
1254059,2021-04-10,SM Curran,0,24,2
1254059,2021-04-10,SN Thakur,2,51,4
1254059,2021-04-10,TK Curran,1,39,4
1254060,2021-04-11,AD Russell,1,31,3
1254060,2021-04-11,B Kumar,1,44,4
1254060,2021-04-11,CV Varun,0,36,4
1254060,2021-04-11,Harbhajan Singh,0,8,1
1254060,2021-04-11,M Prasidh Krishna,2,31,4
1254060,2021-04-11,Mohammad Nabi,2,32,4
1254060,2021-04-11,PJ Cummins,1,30,4
1254060,2021-04-11,Rashid Khan,2,19,4
1254060,2021-04-11,Sandeep Sharma,0,35,3
1254060,2021-04-11,Shakib Al Hasan,1,34,4
1254060,2021-04-11,T Natarajan,1,36,4
1254060,2021-04-11,V Shankar,0,14,1
1254061,2021-04-12,Arshdeep Singh,3,35,4
1254061,2021-04-12,BA Stokes,0,12,1
1254061,2021-04-12,C Sakariya,3,30,4
1254061,2021-04-12,CH Morris,2,40,4
1254061,2021-04-12,JA Richardson,1,53,4
1254061,2021-04-12,M Ashwin,0,40,4
1254061,2021-04-12,Mohammed Shami,2,31,4
1254061,2021-04-12,Mustafizur Rahman,0,41,4
1254061,2021-04-12,R Parag,1,7,1
1254061,2021-04-12,R Tewatia,0,25,2
1254061,2021-04-12,RP Meredith,1,49,4
1254061,2021-04-12,S Dube,0,20,1
1254061,2021-04-12,S Gopal,0,40,3
1254062,2021-04-13,AD Russell,5,14,2
1254062,2021-04-13,CV Varun,1,26,4
1254062,2021-04-13,Harbhajan Singh,0,16,2
1254062,2021-04-13,JJ Bumrah,0,27,4
1254062,2021-04-13,KA Pollard,0,12,1
1254062,2021-04-13,KH Pandya,1,11,4
1254062,2021-04-13,M Jansen,0,17,2
1254062,2021-04-13,M Prasidh Krishna,1,42,4
1254062,2021-04-13,PJ Cummins,2,24,4
1254062,2021-04-13,RD Chahar,4,27,4
1254062,2021-04-13,RG Sharma,0,9,1
1254062,2021-04-13,Shakib Al Hasan,1,23,4
1254062,2021-04-13,TA Boult,2,27,4
1254063,2021-04-14,B Kumar,1,29,4
1254063,2021-04-14,DT Christian,0,7,1
1254063,2021-04-14,HV Patel,3,23,4
1254063,2021-04-14,JO Holder,3,26,4
1254063,2021-04-14,KA Jamieson,1,29,3
1254063,2021-04-14,Mohammed Siraj,2,24,4
1254063,2021-04-14,Rashid Khan,2,17,4
1254063,2021-04-14,S Nadeem,1,36,4
1254063,2021-04-14,Shahbaz Ahmed,3,7,2
1254063,2021-04-14,T Natarajan,1,31,4
1254063,2021-04-14,Washington Sundar,0,13,2
1254063,2021-04-14,YS Chahal,0,28,4
1254064,2021-04-15,Avesh Khan,3,32,4
1254064,2021-04-15,C Sakariya,0,33,4
1254064,2021-04-15,CH Morris,1,25,3
1254064,2021-04-15,CR Woakes,2,22,4
1254064,2021-04-15,JD Unadkat,3,15,4
1254064,2021-04-15,K Rabada,2,30,4
1254064,2021-04-15,MP Stoinis,0,15,1
1254064,2021-04-15,Mustafizur Rahman,3,27,4
1254064,2021-04-15,R Ashwin,0,14,3
1254064,2021-04-15,R Parag,1,15,2
1254064,2021-04-15,R Tewatia,0,27,3
1254064,2021-04-15,TK Curran,0,34,4
1254065,2021-04-16,Arshdeep Singh,1,7,2
1254065,2021-04-16,DJ Bravo,1,10,2
1254065,2021-04-16,DL Chahar,5,12,4
1254065,2021-04-16,JA Richardson,0,21,3
1254065,2021-04-16,M Ashwin,1,31,3
1254065,2021-04-16,MM Ali,1,17,3
1254065,2021-04-16,Mohammed Shami,2,21,4
1254065,2021-04-16,RA Jadeja,0,18,4
1254065,2021-04-16,RP Meredith,0,20,4
1254065,2021-04-16,SM Curran,1,11,3
1254065,2021-04-16,SN Thakur,0,34,4
1254066,2021-04-17,AF Milne,0,32,3
1254066,2021-04-17,Abhishek Sharma,0,5,1
1254066,2021-04-17,B Kumar,0,45,4
1254066,2021-04-17,JJ Bumrah,1,14,4
1254066,2021-04-17,KA Pollard,1,10,2
1254066,2021-04-17,KH Pandya,1,30,3
1254066,2021-04-17,KK Ahmed,1,22,4
1254066,2021-04-17,Mujeeb Ur Rahman,2,27,4
1254066,2021-04-17,RD Chahar,3,18,4
1254066,2021-04-17,Rashid Khan,0,21,4
1254066,2021-04-17,TA Boult,4,28,4
1254066,2021-04-17,V Shankar,2,19,3
1254067,2021-04-18,AD Russell,0,36,2
1254067,2021-04-18,CV Varun,2,38,4
1254067,2021-04-18,GJ Maxwell,0,24,2
1254067,2021-04-18,HV Patel,2,17,4
1254067,2021-04-18,Harbhajan Singh,0,36,4
1254067,2021-04-18,KA Jamieson,3,40,3
1254067,2021-04-18,M Prasidh Krishna,1,30,4
1254067,2021-04-18,Mohammed Siraj,0,16,3
1254067,2021-04-18,PJ Cummins,1,32,4
1254067,2021-04-18,Shakib Al Hasan,0,24,2
1254067,2021-04-18,Washington Sundar,1,31,4
1254067,2021-04-18,YS Chahal,2,34,4
1254068,2021-04-18,Arshdeep Singh,1,22,3
1254068,2021-04-18,Avesh Khan,1,33,4
1254068,2021-04-18,CR Woakes,1,41,4
1254068,2021-04-18,DJ Hooda,0,18,2
1254068,2021-04-18,JA Richardson,2,40,4
1254068,2021-04-18,Jalaj S Saxena,0,27,3
1254068,2021-04-18,K Rabada,1,43,4
1254068,2021-04-18,LI Meriwala,1,31,3
1254068,2021-04-18,Lalit Yadav,0,11,1
1254068,2021-04-18,Mohammed Shami,0,51,4
1254068,2021-04-18,R Ashwin,0,28,4
1254068,2021-04-18,RP Meredith,1,29,3
1254069,2021-04-19,C Sakariya,3,33,4
1254069,2021-04-19,CH Morris,2,31,4
1254069,2021-04-19,DJ Bravo,1,23,3
1254069,2021-04-19,DL Chahar,0,31,3
1254069,2021-04-19,JD Unadkat,0,40,4
1254069,2021-04-19,MM Ali,3,7,3
1254069,2021-04-19,Mustafizur Rahman,3,34,4
1254069,2021-04-19,R Parag,0,15,1
1254069,2021-04-19,R Tewatia,1,21,3
1254069,2021-04-19,RA Jadeja,2,27,4
1254069,2021-04-19,SM Curran,2,24,4
1254069,2021-04-19,SN Thakur,1,18,3
1254070,2021-04-20,A Mishra,4,24,4
1254070,2021-04-20,Avesh Khan,2,15,2
1254070,2021-04-20,J Yadav,1,25,4
1254070,2021-04-20,JJ Bumrah,1,27,4
1254070,2021-04-20,K Rabada,1,25,3
1254070,2021-04-20,KA Pollard,1,8,2
1254070,2021-04-20,KH Pandya,0,17,2
1254070,2021-04-20,Lalit Yadav,1,17,4
1254070,2021-04-20,MP Stoinis,1,20,3
1254070,2021-04-20,R Ashwin,0,31,4
1254070,2021-04-20,RD Chahar,1,28,4
1254070,2021-04-20,TA Boult,0,23,4
1254071,2021-04-21,Abhishek Sharma,2,23,4
1254071,2021-04-21,Arshdeep Singh,0,29,4
1254071,2021-04-21,B Kumar,1,16,3
1254071,2021-04-21,DJ Hooda,0,22,4
1254071,2021-04-21,FA Allen,1,21,4
1254071,2021-04-21,KK Ahmed,3,21,4
1254071,2021-04-21,M Ashwin,0,21,4
1254071,2021-04-21,MC Henriques,0,7,1
1254071,2021-04-21,Mohammed Shami,0,16,2
1254071,2021-04-21,Rashid Khan,1,17,4
1254071,2021-04-21,S Kaul,2,26,4
1254071,2021-04-21,V Shankar,1,6,1
1254072,2021-04-21,AD Russell,1,25,2
1254072,2021-04-21,CV Varun,1,27,4
1254072,2021-04-21,DL Chahar,4,29,4
1254072,2021-04-21,KL Nagarkoti,0,25,2
1254072,2021-04-21,L Ngidi,3,27,4
1254072,2021-04-21,M Prasidh Krishna,0,46,4
1254072,2021-04-21,PJ Cummins,0,51,4
1254072,2021-04-21,RA Jadeja,0,32,4
1254072,2021-04-21,SM Curran,2,57,4
1254072,2021-04-21,SN Thakur,1,43,4
1254072,2021-04-21,SP Narine,1,33,4
1254073,2021-04-22,C Sakariya,0,34,4
1254073,2021-04-22,CH Morris,0,38,3
1254073,2021-04-22,HV Patel,3,44,4
1254073,2021-04-22,KA Jamieson,1,26,4
1254073,2021-04-22,KW Richardson,1,28,3
1254073,2021-04-22,Mohammed Siraj,3,26,4
1254073,2021-04-22,Mustafizur Rahman,0,29,4
1254073,2021-04-22,R Parag,0,14,1
1254073,2021-04-22,R Tewatia,0,23,2
1254073,2021-04-22,S Gopal,0,35,3
1254073,2021-04-22,Washington Sundar,1,23,3
1254073,2021-04-22,YS Chahal,0,17,2
1254074,2021-04-23,Arshdeep Singh,1,26,3
1254074,2021-04-23,DJ Hooda,1,15,3
1254074,2021-04-23,FA Allen,0,30,3
1254074,2021-04-23,J Yadav,0,20,4
1254074,2021-04-23,JJ Bumrah,0,21,3
1254074,2021-04-23,KA Pollard,0,11,1
1254074,2021-04-23,KH Pandya,0,28,3
1254074,2021-04-23,MC Henriques,0,12,3
1254074,2021-04-23,Mohammed Shami,2,21,4
1254074,2021-04-23,RD Chahar,1,19,4
1254074,2021-04-23,Ravi Bishnoi,2,21,4
1254074,2021-04-23,TA Boult,0,29,3
1254075,2021-04-24,C Sakariya,1,26,4
1254075,2021-04-24,CH Morris,5,22,4
1254075,2021-04-24,CV Varun,2,32,4
1254075,2021-04-24,JD Unadkat,1,25,4
1254075,2021-04-24,M Prasidh Krishna,1,18,3
1254075,2021-04-24,Mustafizur Rahman,2,22,4
1254075,2021-04-24,PJ Cummins,0,35,4
1254075,2021-04-24,R Tewatia,0,24,3
1254075,2021-04-24,S Dube,0,5,1
1254075,2021-04-24,SP Narine,0,19,4
1254075,2021-04-24,Shivam Mavi,1,16,4
1254076,2021-04-25,DJ Bravo,1,19,2
1254076,2021-04-25,DL Chahar,0,23,2
1254076,2021-04-25,DT Christian,0,11,2
1254076,2021-04-25,HV Patel,3,49,4
1254076,2021-04-25,Imran Tahir,3,14,4
1254076,2021-04-25,KA Jamieson,0,30,3
1254076,2021-04-25,Mohammed Siraj,0,32,4
1254076,2021-04-25,Navdeep Saini,0,26,2
1254076,2021-04-25,RA Jadeja,3,13,4
1254076,2021-04-25,SM Curran,1,34,4
1254076,2021-04-25,SN Thakur,1,11,4
1254076,2021-04-25,Washington Sundar,0,13,2
1254076,2021-04-25,YS Chahal,1,24,3
1254077,2021-04-25,A Mishra,1,31,4
1254077,2021-04-25,AR Patel,2,32,5
1254077,2021-04-25,Abhishek Sharma,0,13,1
1254077,2021-04-25,Avesh Khan,3,31,4
1254077,2021-04-25,J Suchith,1,21,4
1254077,2021-04-25,K Rabada,0,24,3
1254077,2021-04-25,KK Ahmed,0,42,4
1254077,2021-04-25,MP Stoinis,0,12,1
1254077,2021-04-25,R Ashwin,1,26,4
1254077,2021-04-25,Rashid Khan,1,36,5
1254077,2021-04-25,S Kaul,2,31,4
1254077,2021-04-25,V Shankar,0,17,3
1254078,2021-04-26,AD Russell,0,2,1
1254078,2021-04-26,Arshdeep Singh,1,27,3
1254078,2021-04-26,CJ Jordan,0,24,3
1254078,2021-04-26,CV Varun,1,24,4
1254078,2021-04-26,DJ Hooda,1,20,2
1254078,2021-04-26,M Prasidh Krishna,3,28,4
1254078,2021-04-26,MC Henriques,1,5,1
1254078,2021-04-26,Mohammed Shami,1,24,4
1254078,2021-04-26,PJ Cummins,2,30,3
1254078,2021-04-26,Ravi Bishnoi,1,19,4
1254078,2021-04-26,SP Narine,2,22,4
1254078,2021-04-26,Shivam Mavi,1,12,4
1254079,2021-04-27,A Mishra,1,27,3
1254079,2021-04-27,AR Patel,1,33,4
1254079,2021-04-27,Avesh Khan,1,23,4
1254079,2021-04-27,DR Sams,0,15,2
1254079,2021-04-27,HV Patel,2,35,4
1254079,2021-04-27,I Sharma,1,26,4
1254079,2021-04-27,K Rabada,1,38,4
1254079,2021-04-27,KA Jamieson,1,32,4
1254079,2021-04-27,MP Stoinis,0,22,1
1254079,2021-04-27,Mohammed Siraj,1,44,4
1254079,2021-04-27,Washington Sundar,0,28,4
1254079,2021-04-27,YS Chahal,0,10,2
1254080,2021-04-28,DL Chahar,0,20,3
1254080,2021-04-28,J Suchith,0,45,3
1254080,2021-04-28,KK Ahmed,0,35,4
1254080,2021-04-28,L Ngidi,2,33,4
1254080,2021-04-28,MM Ali,0,16,2
1254080,2021-04-28,RA Jadeja,0,22,3
1254080,2021-04-28,Rashid Khan,3,35,4
1254080,2021-04-28,S Kaul,0,32,4
1254080,2021-04-28,SM Curran,1,29,4
1254080,2021-04-28,SN Thakur,0,43,4
1254080,2021-04-28,Sandeep Sharma,0,23,4
1254081,2021-04-29,C Sakariya,0,18,3
1254081,2021-04-29,CH Morris,2,33,4
1254081,2021-04-29,J Yadav,0,34,3
1254081,2021-04-29,JD Unadkat,0,33,4
1254081,2021-04-29,JJ Bumrah,1,15,4
1254081,2021-04-29,KH Pandya,0,12,1
1254081,2021-04-29,Mustafizur Rahman,1,37,4
1254081,2021-04-29,NM Coulter-Nile,0,34,4
1254081,2021-04-29,R Tewatia,0,29,3
1254081,2021-04-29,RD Chahar,2,33,4
1254081,2021-04-29,S Dube,0,5,1
1254081,2021-04-29,TA Boult,1,37,4
1254082,2021-04-29,AR Patel,2,32,4
1254082,2021-04-29,Avesh Khan,1,31,4
1254082,2021-04-29,CV Varun,0,32,4
1254082,2021-04-29,I Sharma,0,34,4
1254082,2021-04-29,K Rabada,0,30,4
1254082,2021-04-29,Lalit Yadav,2,13,3
1254082,2021-04-29,M Prasidh Krishna,0,35,4
1254082,2021-04-29,MP Stoinis,1,7,1
1254082,2021-04-29,PJ Cummins,3,24,4
1254082,2021-04-29,SP Narine,0,35,4
1254082,2021-04-29,Shivam Mavi,0,24,1
1254083,2021-04-30,CJ Jordan,1,30,4
1254083,2021-04-30,DJ Hooda,0,13,1
1254083,2021-04-30,DR Sams,1,22,4
1254083,2021-04-30,HV Patel,0,53,4
1254083,2021-04-30,Harpreet Brar,3,19,4
1254083,2021-04-30,KA Jamieson,2,31,3
1254083,2021-04-30,Mohammed Shami,1,28,4
1254083,2021-04-30,Mohammed Siraj,0,23,3
1254083,2021-04-30,RP Meredith,1,29,4
1254083,2021-04-30,Ravi Bishnoi,2,15,4
1254083,2021-04-30,Shahbaz Ahmed,1,11,2
1254083,2021-04-30,YS Chahal,1,34,4
1254084,2021-05-01,DL Chahar,0,35,4
1254084,2021-05-01,DS Kulkarni,0,46,4
1254084,2021-05-01,JDS Neesham,0,26,2
1254084,2021-05-01,JJ Bumrah,1,53,4
1254084,2021-05-01,KA Pollard,2,11,2
1254084,2021-05-01,L Ngidi,0,62,4
1254084,2021-05-01,MM Ali,1,1,1
1254084,2021-05-01,RA Jadeja,1,29,3
1254084,2021-05-01,RD Chahar,0,31,4
1254084,2021-05-01,SM Curran,3,33,4
1254084,2021-05-01,SN Thakur,1,51,4
1254084,2021-05-01,TA Boult,1,41,4
1254085,2021-05-02,B Kumar,0,36,4
1254085,2021-05-02,C Sakariya,0,37,4
1254085,2021-05-02,CH Morris,3,26,4
1254085,2021-05-02,KK Ahmed,0,41,4
1254085,2021-05-02,Kartik Tyagi,1,31,4
1254085,2021-05-02,Mohammad Nabi,0,21,1
1254085,2021-05-02,Mustafizur Rahman,3,18,4
1254085,2021-05-02,R Tewatia,1,45,4
1254085,2021-05-02,Rashid Khan,1,24,4
1254085,2021-05-02,Sandeep Sharma,1,47,4
1254085,2021-05-02,V Shankar,1,37,3
1254086,2021-05-02,AR Patel,2,21,4
1254086,2021-05-02,Avesh Khan,1,36,4
1254086,2021-05-02,CJ Jordan,1,21,2
1254086,2021-05-02,DJ Hooda,0,11,2
1254086,2021-05-02,Harpreet Brar,1,19,3
1254086,2021-05-02,I Sharma,0,37,4
1254086,2021-05-02,K Rabada,3,36,4
1254086,2021-05-02,Lalit Yadav,0,25,3
1254086,2021-05-02,MP Stoinis,0,6,1
1254086,2021-05-02,Mohammed Shami,0,37,3
1254086,2021-05-02,RP Meredith,1,32,4
1254086,2021-05-02,Ravi Bishnoi,0,42,4
1254087,2021-09-20,AD Russell,3,9,3
1254087,2021-09-20,CV Varun,4,13,4
1254087,2021-09-20,HV Patel,0,12,2
1254087,2021-09-20,KA Jamieson,0,23,2
1254087,2021-09-20,LH Ferguson,2,23,4
1254087,2021-09-20,M Prasidh Krishna,1,21,4
1254087,2021-09-20,Mohammed Siraj,0,11,2
1254087,2021-09-20,PWH de Silva,0,20,2
1254087,2021-09-20,SP Narine,0,20,4
1254087,2021-09-20,YS Chahal,1,23,2
1254088,2021-10-08,Abhishek Sharma,2,3,1
1254088,2021-10-08,JDS Neesham,2,28,3
1254088,2021-10-08,JJ Bumrah,2,32,4
1254088,2021-10-08,JO Holder,4,45,4
1254088,2021-10-08,KH Pandya,0,15,1
1254088,2021-10-08,Mohammad Nabi,0,33,3
1254088,2021-10-08,NM Coulter-Nile,2,40,4
1254088,2021-10-08,PP Chawla,1,38,4
1254088,2021-10-08,Rashid Khan,2,40,4
1254088,2021-10-08,S Kaul,0,56,4
1254088,2021-10-08,TA Boult,1,30,4
1254088,2021-10-08,Umran Malik,1,47,4
1254089,2021-10-02,Akash Singh,0,39,4
1254089,2021-10-02,C Sakariya,1,29,4
1254089,2021-10-02,GD Phillips,0,3,1
1254089,2021-10-02,JR Hazlewood,0,54,4
1254089,2021-10-02,KM Asif,1,17,3
1254089,2021-10-02,M Markande,0,26,3
1254089,2021-10-02,MM Ali,0,23,3
1254089,2021-10-02,Mustafizur Rahman,0,50,4
1254089,2021-10-02,R Tewatia,3,37,4
1254089,2021-10-02,RA Jadeja,0,9,1
1254089,2021-10-02,SM Curran,0,52,4
1254089,2021-10-02,SN Thakur,2,28,4
1254090,2021-10-03,AK Markram,0,5,1
1254090,2021-10-03,Arshdeep Singh,1,38,3
1254090,2021-10-03,DT Christian,0,11,1
1254090,2021-10-03,GHS Garton,1,24,4
1254090,2021-10-03,HV Patel,1,27,4
1254090,2021-10-03,Harpreet Brar,0,26,4
1254090,2021-10-03,MC Henriques,3,12,4
1254090,2021-10-03,Mohammed Shami,3,39,4
1254090,2021-10-03,Mohammed Siraj,0,32,4
1254090,2021-10-03,Ravi Bishnoi,0,34,4
1254090,2021-10-03,Shahbaz Ahmed,1,29,3
1254090,2021-10-03,YS Chahal,3,27,4
1254091,2021-09-30,Abhishek Sharma,0,9,2
1254091,2021-09-30,B Kumar,0,32,4
1254091,2021-09-30,DJ Bravo,2,14,4
1254091,2021-09-30,DL Chahar,0,32,4
1254091,2021-09-30,JO Holder,3,27,4
1254091,2021-09-30,JR Hazlewood,3,24,4
1254091,2021-09-30,MM Ali,0,5,1
1254091,2021-09-30,RA Jadeja,1,14,3
1254091,2021-09-30,Rashid Khan,1,26,4
1254091,2021-09-30,S Kaul,0,24,3
1254091,2021-09-30,SN Thakur,1,35,4
1254091,2021-09-30,Sandeep Sharma,0,18,3
1254092,2021-09-28,A Nortje,1,14,3
1254092,2021-09-28,AR Patel,0,13,3
1254092,2021-09-28,Avesh Khan,3,13,3
1254092,2021-09-28,CV Varun,0,23,4
1254092,2021-09-28,K Rabada,1,27,3
1254092,2021-09-28,LH Ferguson,2,10,2
1254092,2021-09-28,Lalit Yadav,1,35,3
1254092,2021-09-28,R Ashwin,1,23,4
1254092,2021-09-28,S Sandeep Warrier,0,15,2
1254092,2021-09-28,SP Narine,2,18,4
1254092,2021-09-28,TG Southee,3,28,4
1254092,2021-09-28,VR Iyer,2,27,4
1254093,2021-10-05,C Sakariya,1,34,3
1254093,2021-10-05,J Yadav,0,17,2
1254093,2021-10-05,JDS Neesham,3,12,4
1254093,2021-10-05,JJ Bumrah,2,13,4
1254093,2021-10-05,K Yadav,0,16,2
1254093,2021-10-05,KA Pollard,0,9,2
1254093,2021-10-05,Mustafizur Rahman,1,31,3
1254093,2021-10-05,NM Coulter-Nile,4,14,4
1254093,2021-10-05,S Gopal,0,9,1
1254093,2021-10-05,TA Boult,0,22,4
1254094,2021-10-07,Arshdeep Singh,2,34,4
1254094,2021-10-07,CJ Jordan,2,19,3
1254094,2021-10-07,DJ Bravo,0,30,2
1254094,2021-10-07,DL Chahar,1,45,4
1254094,2021-10-07,Harpreet Brar,0,19,4
1254094,2021-10-07,JR Hazlewood,0,22,3
1254094,2021-10-07,MC Henriques,0,8,1
1254094,2021-10-07,Mohammed Shami,1,21,4
1254094,2021-10-07,RA Jadeja,0,9,1
1254094,2021-10-07,Ravi Bishnoi,1,24,4
1254094,2021-10-07,SN Thakur,3,28,3
1254095,2021-10-06,B Kumar,1,25,4
1254095,2021-10-06,DT Christian,2,14,3
1254095,2021-10-06,GHS Garton,1,27,2
1254095,2021-10-06,HV Patel,3,32,4
1254095,2021-10-06,JO Holder,1,25,4
