match_id,date,batter,batting_team,total_runs,times_out,balls_faced
1216492,2020-09-19,AT Rayudu,Chennai Super Kings,71,1,49
1216492,2020-09-19,F du Plessis,Chennai Super Kings,58,0,45
1216492,2020-09-19,HH Pandya,Mumbai Indians,14,1,10
1216492,2020-09-19,JJ Bumrah,Mumbai Indians,5,0,3
1216492,2020-09-19,JL Pattinson,Mumbai Indians,11,1,8
1216492,2020-09-19,KA Pollard,Mumbai Indians,18,1,14
1216492,2020-09-19,KH Pandya,Mumbai Indians,3,1,3
1216492,2020-09-19,M Vijay,Chennai Super Kings,1,1,8
1216492,2020-09-19,MS Dhoni,Chennai Super Kings,0,0,2
1216492,2020-09-19,Q de Kock,Mumbai Indians,33,1,22
1216492,2020-09-19,RA Jadeja,Chennai Super Kings,10,1,5
1216492,2020-09-19,RD Chahar,Mumbai Indians,2,0,4
1216492,2020-09-19,RG Sharma,Mumbai Indians,12,1,10
1216492,2020-09-19,SA Yadav,Mumbai Indians,17,1,18
1216492,2020-09-19,SM Curran,Chennai Super Kings,18,1,6
1216492,2020-09-19,SR Watson,Chennai Super Kings,4,1,5
1216492,2020-09-19,SS Tiwary,Mumbai Indians,42,1,31
1216492,2020-09-19,TA Boult,Mumbai Indians,0,1,1
1216493,2020-09-20,A Nortje,Delhi Capitals,3,0,1
1216493,2020-09-20,AR Patel,Delhi Capitals,6,1,9
1216493,2020-09-20,CJ Jordan,Kings XI Punjab,5,1,6
1216493,2020-09-20,GJ Maxwell,Kings XI Punjab,1,1,4
1216493,2020-09-20,K Gowtham,Kings XI Punjab,20,1,14
1216493,2020-09-20,KK Nair,Kings XI Punjab,1,1,3
1216493,2020-09-20,KL Rahul,Kings XI Punjab,23,2,21
1216493,2020-09-20,MA Agarwal,Kings XI Punjab,89,1,61
1216493,2020-09-20,MP Stoinis,Delhi Capitals,53,1,23
1216493,2020-09-20,N Pooran,Kings XI Punjab,0,2,4
1216493,2020-09-20,PP Shaw,Delhi Capitals,5,1,9
1216493,2020-09-20,R Ashwin,Delhi Capitals,4,1,6
1216493,2020-09-20,RR Pant,Delhi Capitals,33,1,35
1216493,2020-09-20,S Dhawan,Delhi Capitals,0,1,2
1216493,2020-09-20,SN Khan,Kings XI Punjab,12,1,12
1216493,2020-09-20,SO Hetmyer,Delhi Capitals,7,1,13
1216493,2020-09-20,SS Iyer,Delhi Capitals,39,1,33
1216494,2020-10-21,AJ Finch,Royal Challengers Bangalore,16,1,24
1216494,2020-10-21,D Padikkal,Royal Challengers Bangalore,25,0,17
1216494,2020-10-21,EJG Morgan,Kolkata Knight Riders,30,1,34
1216494,2020-10-21,Gurkeerat Singh,Royal Challengers Bangalore,21,1,26
1216494,2020-10-21,KD Karthik,Kolkata Knight Riders,4,1,14
1216494,2020-10-21,Kuldeep Yadav,Kolkata Knight Riders,12,0,19
1216494,2020-10-21,LH Ferguson,Kolkata Knight Riders,19,1,16
1216494,2020-10-21,N Rana,Kolkata Knight Riders,0,1,1
1216494,2020-10-21,PJ Cummins,Kolkata Knight Riders,4,1,17
1216494,2020-10-21,RA Tripathi,Kolkata Knight Riders,1,1,5
1216494,2020-10-21,Shubman Gill,Kolkata Knight Riders,1,1,7
1216494,2020-10-21,T Banton,Kolkata Knight Riders,10,1,8
1216494,2020-10-21,V Kohli,Royal Challengers Bangalore,18,0,17
1216495,2020-11-03,DA Warner,Sunrisers Hyderabad,85,0,61
1216495,2020-11-03,DS Kulkarni,Mumbai Indians,3,0,2
1216495,2020-11-03,Ishan Kishan,Mumbai Indians,33,1,30
1216495,2020-11-03,JL Pattinson,Mumbai Indians,4,0,5
1216495,2020-11-03,KA Pollard,Mumbai Indians,41,1,25
1216495,2020-11-03,KH Pandya,Mumbai Indians,0,1,3
1216495,2020-11-03,NM Coulter-Nile,Mumbai Indians,1,1,3
1216495,2020-11-03,Q de Kock,Mumbai Indians,25,1,13
1216495,2020-11-03,RG Sharma,Mumbai Indians,4,1,7
1216495,2020-11-03,SA Yadav,Mumbai Indians,36,1,29
1216495,2020-11-03,SS Tiwary,Mumbai Indians,1,1,3
1216495,2020-11-03,WP Saha,Sunrisers Hyderabad,58,0,46
1216496,2020-09-22,F du Plessis,Chennai Super Kings,72,1,38
1216496,2020-09-22,JC Archer,Rajasthan Royals,27,0,9
1216496,2020-09-22,KM Jadhav,Chennai Super Kings,22,1,17
1216496,2020-09-22,M Vijay,Chennai Super Kings,21,1,21
1216496,2020-09-22,MS Dhoni,Chennai Super Kings,29,0,17
1216496,2020-09-22,R Parag,Rajasthan Royals,6,1,4
1216496,2020-09-22,R Tewatia,Rajasthan Royals,10,1,8
1216496,2020-09-22,RA Jadeja,Chennai Super Kings,1,0,2
1216496,2020-09-22,RD Gaikwad,Chennai Super Kings,0,1,1
1216496,2020-09-22,RV Uthappa,Rajasthan Royals,5,1,9
1216496,2020-09-22,SM Curran,Chennai Super Kings,17,1,6
1216496,2020-09-22,SPD Smith,Rajasthan Royals,69,2,51
1216496,2020-09-22,SR Watson,Chennai Super Kings,33,1,22
1216496,2020-09-22,SV Samson,Rajasthan Royals,74,1,32
1216496,2020-09-22,TK Curran,Rajasthan Royals,10,0,9
1216496,2020-09-22,YBK Jaiswal,Rajasthan Royals,6,1,6
1216497,2020-10-24,AM Rahane,Delhi Capitals,0,1,1
1216497,2020-10-24,AR Patel,Delhi Capitals,9,1,8
1216497,2020-10-24,EJG Morgan,Kolkata Knight Riders,17,1,9
1216497,2020-10-24,K Rabada,Delhi Capitals,9,1,10
1216497,2020-10-24,KD Karthik,Kolkata Knight Riders,3,1,6
1216497,2020-10-24,MP Stoinis,Delhi Capitals,6,1,6
1216497,2020-10-24,N Rana,Kolkata Knight Riders,81,1,55
1216497,2020-10-24,R Ashwin,Delhi Capitals,14,0,13
1216497,2020-10-24,RA Tripathi,Kolkata Knight Riders,13,1,12
1216497,2020-10-24,RR Pant,Delhi Capitals,27,1,34
1216497,2020-10-24,S Dhawan,Delhi Capitals,6,1,6
1216497,2020-10-24,SO Hetmyer,Delhi Capitals,10,1,5
1216497,2020-10-24,SP Narine,Kolkata Knight Riders,64,1,35
1216497,2020-10-24,SS Iyer,Delhi Capitals,47,1,39
1216497,2020-10-24,Shubman Gill,Kolkata Knight Riders,9,1,8
1216497,2020-10-24,TU Deshpande,Delhi Capitals,1,1,3
1216498,2020-10-24,Abdul Samad,Sunrisers Hyderabad,7,1,5
1216498,2020-10-24,CH Gayle,Kings XI Punjab,20,1,21
1216498,2020-10-24,CJ Jordan,Kings XI Punjab,7,1,14
1216498,2020-10-24,DA Warner,Sunrisers Hyderabad,35,1,21
1216498,2020-10-24,DJ Hooda,Kings XI Punjab,0,1,3
1216498,2020-10-24,GJ Maxwell,Kings XI Punjab,12,1,13
1216498,2020-10-24,JM Bairstow,Sunrisers Hyderabad,19,1,21
1216498,2020-10-24,JO Holder,Sunrisers Hyderabad,5,1,8
1216498,2020-10-24,KK Ahmed,Sunrisers Hyderabad,0,1,2
1216498,2020-10-24,KL Rahul,Kings XI Punjab,27,1,27
1216498,2020-10-24,M Ashwin,Kings XI Punjab,4,1,4
1216498,2020-10-24,MK Pandey,Sunrisers Hyderabad,15,1,30
1216498,2020-10-24,Mandeep Singh,Kings XI Punjab,17,1,14
1216498,2020-10-24,N Pooran,Kings XI Punjab,32,0,29
1216498,2020-10-24,PK Garg,Sunrisers Hyderabad,3,1,5
1216498,2020-10-24,Rashid Khan,Sunrisers Hyderabad,0,1,1
1216498,2020-10-24,Sandeep Sharma,Sunrisers Hyderabad,0,1,2
1216498,2020-10-24,V Shankar,Sunrisers Hyderabad,26,1,28
1216499,2020-10-28,AB de Villiers,Royal Challengers Bangalore,15,1,12
1216499,2020-10-28,CH Morris,Royal Challengers Bangalore,4,1,2
1216499,2020-10-28,D Padikkal,Royal Challengers Bangalore,74,1,46
1216499,2020-10-28,Gurkeerat Singh,Royal Challengers Bangalore,14,0,12
1216499,2020-10-28,HH Pandya,Mumbai Indians,17,1,19
1216499,2020-10-28,Ishan Kishan,Mumbai Indians,25,1,20
1216499,2020-10-28,JR Philippe,Royal Challengers Bangalore,33,1,24
1216499,2020-10-28,KA Pollard,Mumbai Indians,4,0,1
1216499,2020-10-28,KH Pandya,Mumbai Indians,10,1,10
1216499,2020-10-28,Q de Kock,Mumbai Indians,18,1,19
1216499,2020-10-28,S Dube,Royal Challengers Bangalore,2,1,6
1216499,2020-10-28,SA Yadav,Mumbai Indians,79,0,44
1216499,2020-10-28,SS Tiwary,Mumbai Indians,5,1,8
1216499,2020-10-28,V Kohli,Royal Challengers Bangalore,9,1,14
1216499,2020-10-28,Washington Sundar,Royal Challengers Bangalore,10,0,7
1216500,2020-10-09,AJ Tye,Rajasthan Royals,6,1,7
1216500,2020-10-09,AR Patel,Delhi Capitals,17,1,10
1216500,2020-10-09,HV Patel,Delhi Capitals,16,1,15
1216500,2020-10-09,JC Archer,Rajasthan Royals,2,1,4
1216500,2020-10-09,JC Buttler,Rajasthan Royals,13,1,8
1216500,2020-10-09,K Rabada,Delhi Capitals,2,0,3
1216500,2020-10-09,Kartik Tyagi,Rajasthan Royals,2,0,3
1216500,2020-10-09,MK Lomror,Rajasthan Royals,1,1,2
1216500,2020-10-09,MP Stoinis,Delhi Capitals,39,2,31
1216500,2020-10-09,PP Shaw,Delhi Capitals,19,1,10
1216500,2020-10-09,R Ashwin,Delhi Capitals,0,0,1
1216500,2020-10-09,R Tewatia,Rajasthan Royals,38,1,31
1216500,2020-10-09,RR Pant,Delhi Capitals,5,0,10
1216500,2020-10-09,S Dhawan,Delhi Capitals,5,1,4
1216500,2020-10-09,S Gopal,Rajasthan Royals,2,1,4
1216500,2020-10-09,SO Hetmyer,Delhi Capitals,45,1,24
1216500,2020-10-09,SPD Smith,Rajasthan Royals,24,1,20
1216500,2020-10-09,SS Iyer,Delhi Capitals,22,1,19
1216500,2020-10-09,SV Samson,Rajasthan Royals,5,1,9
1216500,2020-10-09,VR Aaron,Rajasthan Royals,1,1,2
1216500,2020-10-09,YBK Jaiswal,Rajasthan Royals,34,1,36
1216501,2020-10-07,AD Russell,Kolkata Knight Riders,2,1,4
1216501,2020-10-07,AT Rayudu,Chennai Super Kings,30,1,28
1216501,2020-10-07,CV Varun,Kolkata Knight Riders,1,1,1
1216501,2020-10-07,EJG Morgan,Kolkata Knight Riders,7,1,10
1216501,2020-10-07,F du Plessis,Chennai Super Kings,17,1,10
1216501,2020-10-07,KD Karthik,Kolkata Knight Riders,12,1,11
1216501,2020-10-07,KL Nagarkoti,Kolkata Knight Riders,0,1,3
1216501,2020-10-07,KM Jadhav,Chennai Super Kings,7,0,12
1216501,2020-10-07,MS Dhoni,Chennai Super Kings,11,1,12
1216501,2020-10-07,N Rana,Kolkata Knight Riders,9,1,10
1216501,2020-10-07,PJ Cummins,Kolkata Knight Riders,17,0,10
1216501,2020-10-07,RA Jadeja,Chennai Super Kings,21,0,8
1216501,2020-10-07,RA Tripathi,Kolkata Knight Riders,81,1,53
1216501,2020-10-07,SM Curran,Chennai Super Kings,17,1,11
1216501,2020-10-07,SP Narine,Kolkata Knight Riders,17,1,10
1216501,2020-10-07,SR Watson,Chennai Super Kings,50,1,41
1216501,2020-10-07,Shivam Mavi,Kolkata Knight Riders,0,1,1
1216501,2020-10-07,Shubman Gill,Kolkata Knight Riders,11,1,13
1216502,2020-10-31,AB de Villiers,Royal Challengers Bangalore,24,1,25
1216502,2020-10-31,Abhishek Sharma,Sunrisers Hyderabad,8,1,5
1216502,2020-10-31,CH Morris,Royal Challengers Bangalore,3,1,4
1216502,2020-10-31,D Padikkal,Royal Challengers Bangalore,5,1,8
1216502,2020-10-31,DA Warner,Sunrisers Hyderabad,8,1,6
1216502,2020-10-31,Gurkeerat Singh,Royal Challengers Bangalore,15,0,24
1216502,2020-10-31,I Udana,Royal Challengers Bangalore,0,1,1
1216502,2020-10-31,JO Holder,Sunrisers Hyderabad,26,0,11
1216502,2020-10-31,JR Philippe,Royal Challengers Bangalore,32,1,33
1216502,2020-10-31,KS Williamson,Sunrisers Hyderabad,8,1,14
1216502,2020-10-31,MK Pandey,Sunrisers Hyderabad,26,1,20
1216502,2020-10-31,Mohammed Siraj,Royal Challengers Bangalore,2,0,3
1216502,2020-10-31,V Kohli,Royal Challengers Bangalore,7,1,7
1216502,2020-10-31,WP Saha,Sunrisers Hyderabad,39,1,34
1216502,2020-10-31,Washington Sundar,Royal Challengers Bangalore,21,1,19
1216503,2020-10-01,GJ Maxwell,Kings XI Punjab,11,1,19
1216503,2020-10-01,HH Pandya,Mumbai Indians,30,0,11
1216503,2020-10-01,Ishan Kishan,Mumbai Indians,28,1,33
1216503,2020-10-01,JDS Neesham,Kings XI Punjab,7,1,7
1216503,2020-10-01,K Gowtham,Kings XI Punjab,22,0,13
1216503,2020-10-01,KA Pollard,Mumbai Indians,47,0,22
1216503,2020-10-01,KK Nair,Kings XI Punjab,0,1,3
1216503,2020-10-01,KL Rahul,Kings XI Punjab,17,1,19
1216503,2020-10-01,MA Agarwal,Kings XI Punjab,25,1,19
1216503,2020-10-01,Mohammed Shami,Kings XI Punjab,2,0,2
1216503,2020-10-01,N Pooran,Kings XI Punjab,44,1,30
1216503,2020-10-01,Q de Kock,Mumbai Indians,0,1,5
1216503,2020-10-01,RG Sharma,Mumbai Indians,70,2,47
1216503,2020-10-01,Ravi Bishnoi,Kings XI Punjab,1,1,5
1216503,2020-10-01,SA Yadav,Mumbai Indians,10,0,7
1216503,2020-10-01,SN Khan,Kings XI Punjab,7,1,8
1216504,2020-09-30,AD Russell,Kolkata Knight Riders,24,1,15
1216504,2020-09-30,AS Rajpoot,Rajasthan Royals,7,0,5
1216504,2020-09-30,EJG Morgan,Kolkata Knight Riders,34,0,28
1216504,2020-09-30,JC Archer,Rajasthan Royals,6,1,4
1216504,2020-09-30,JC Buttler,Rajasthan Royals,21,1,17
1216504,2020-09-30,JD Unadkat,Rajasthan Royals,9,1,13
1216504,2020-09-30,KD Karthik,Kolkata Knight Riders,1,1,3
1216504,2020-09-30,KL Nagarkoti,Kolkata Knight Riders,8,0,5
1216504,2020-09-30,N Rana,Kolkata Knight Riders,22,1,17
1216504,2020-09-30,PJ Cummins,Kolkata Knight Riders,12,1,10
1216504,2020-09-30,R Parag,Rajasthan Royals,1,1,6
1216504,2020-09-30,R Tewatia,Rajasthan Royals,14,1,10
1216504,2020-09-30,RV Uthappa,Rajasthan Royals,2,1,7
1216504,2020-09-30,S Gopal,Rajasthan Royals,5,1,7
1216504,2020-09-30,SP Narine,Kolkata Knight Riders,15,1,15
1216504,2020-09-30,SPD Smith,Rajasthan Royals,3,1,7
1216504,2020-09-30,SV Samson,Rajasthan Royals,8,1,9
1216504,2020-09-30,Shubman Gill,Kolkata Knight Riders,47,1,35
1216504,2020-09-30,TK Curran,Rajasthan Royals,54,0,36
1216505,2020-11-02,AB de Villiers,Royal Challengers Bangalore,35,1,21
1216505,2020-11-02,AM Rahane,Delhi Capitals,60,1,46
1216505,2020-11-02,CH Morris,Royal Challengers Bangalore,0,1,2
1216505,2020-11-02,D Padikkal,Royal Challengers Bangalore,50,1,43
1216505,2020-11-02,I Udana,Royal Challengers Bangalore,4,1,2
1216505,2020-11-02,JR Philippe,Royal Challengers Bangalore,12,1,18
1216505,2020-11-02,MP Stoinis,Delhi Capitals,10,0,6
1216505,2020-11-02,PP Shaw,Delhi Capitals,9,1,6
1216505,2020-11-02,RR Pant,Delhi Capitals,8,0,8
1216505,2020-11-02,S Dhawan,Delhi Capitals,54,1,41
1216505,2020-11-02,S Dube,Royal Challengers Bangalore,17,1,11
1216505,2020-11-02,SS Iyer,Delhi Capitals,7,1,10
1216505,2020-11-02,Shahbaz Ahmed,Royal Challengers Bangalore,1,0,1
1216505,2020-11-02,V Kohli,Royal Challengers Bangalore,29,1,24
1216505,2020-11-02,Washington Sundar,Royal Challengers Bangalore,0,0,1
1216506,2020-11-01,AT Rayudu,Chennai Super Kings,30,0,31
1216506,2020-11-01,CH Gayle,Kings XI Punjab,12,1,19
1216506,2020-11-01,CJ Jordan,Kings XI Punjab,4,0,5
1216506,2020-11-01,DJ Hooda,Kings XI Punjab,62,0,31
1216506,2020-11-01,F du Plessis,Chennai Super Kings,48,1,35
1216506,2020-11-01,JDS Neesham,Kings XI Punjab,2,1,3
1216506,2020-11-01,KL Rahul,Kings XI Punjab,29,1,27
1216506,2020-11-01,MA Agarwal,Kings XI Punjab,26,1,15
1216506,2020-11-01,Mandeep Singh,Kings XI Punjab,14,1,15
1216506,2020-11-01,N Pooran,Kings XI Punjab,2,1,6
1216506,2020-11-01,RD Gaikwad,Chennai Super Kings,62,0,50
1216507,2020-10-11,BA Stokes,Rajasthan Royals,5,1,6
1216507,2020-10-11,DA Warner,Sunrisers Hyderabad,48,1,38
1216507,2020-10-11,JC Buttler,Rajasthan Royals,16,2,13
1216507,2020-10-11,JM Bairstow,Sunrisers Hyderabad,16,1,19
1216507,2020-10-11,KS Williamson,Sunrisers Hyderabad,22,0,13
1216507,2020-10-11,MK Pandey,Sunrisers Hyderabad,54,1,45
1216507,2020-10-11,PK Garg,Sunrisers Hyderabad,15,1,8
1216507,2020-10-11,R Parag,Rajasthan Royals,42,0,28
1216507,2020-10-11,R Tewatia,Rajasthan Royals,45,0,28
1216507,2020-10-11,RV Uthappa,Rajasthan Royals,18,1,15
1216507,2020-10-11,SPD Smith,Rajasthan Royals,5,0,6
1216507,2020-10-11,SV Samson,Rajasthan Royals,26,1,25
1216508,2020-09-23,AD Russell,Kolkata Knight Riders,11,1,11
1216508,2020-09-23,EJG Morgan,Kolkata Knight Riders,16,1,20
1216508,2020-09-23,HH Pandya,Mumbai Indians,18,1,13
1216508,2020-09-23,KA Pollard,Mumbai Indians,13,0,8
1216508,2020-09-23,KD Karthik,Kolkata Knight Riders,30,1,23
1216508,2020-09-23,KH Pandya,Mumbai Indians,1,0,3
1216508,2020-09-23,Kuldeep Yadav,Kolkata Knight Riders,1,0,2
1216508,2020-09-23,N Rana,Kolkata Knight Riders,24,1,19
1216508,2020-09-23,NS Naik,Kolkata Knight Riders,1,1,3
1216508,2020-09-23,PJ Cummins,Kolkata Knight Riders,33,1,14
1216508,2020-09-23,Q de Kock,Mumbai Indians,1,1,3
1216508,2020-09-23,RG Sharma,Mumbai Indians,80,2,62
1216508,2020-09-23,SA Yadav,Mumbai Indians,47,0,28
1216508,2020-09-23,SP Narine,Kolkata Knight Riders,9,1,10
1216508,2020-09-23,SS Tiwary,Mumbai Indians,21,1,14
1216508,2020-09-23,Shivam Mavi,Kolkata Knight Riders,9,1,10
1216508,2020-09-23,Shubman Gill,Kolkata Knight Riders,7,1,11
1216509,2020-10-17,AM Rahane,Delhi Capitals,8,1,10
1216509,2020-10-17,AR Patel,Delhi Capitals,21,0,5
1216509,2020-10-17,AT Carey,Delhi Capitals,4,1,7
1216509,2020-10-17,AT Rayudu,Chennai Super Kings,45,0,26
1216509,2020-10-17,F du Plessis,Chennai Super Kings,58,1,48
1216509,2020-10-17,MP Stoinis,Delhi Capitals,24,1,14
1216509,2020-10-17,MS Dhoni,Chennai Super Kings,3,1,5
1216509,2020-10-17,PP Shaw,Delhi Capitals,0,1,2
1216509,2020-10-17,RA Jadeja,Chennai Super Kings,33,0,14
1216509,2020-10-17,S Dhawan,Delhi Capitals,101,0,61
1216509,2020-10-17,SM Curran,Chennai Super Kings,0,1,3
1216509,2020-10-17,SR Watson,Chennai Super Kings,36,1,28
1216509,2020-10-17,SS Iyer,Delhi Capitals,23,1,23
1216510,2020-09-24,AB de Villiers,Royal Challengers Bangalore,28,1,20
1216510,2020-09-24,AJ Finch,Royal Challengers Bangalore,20,1,23
1216510,2020-09-24,D Padikkal,Royal Challengers Bangalore,1,1,2
1216510,2020-09-24,DW Steyn,Royal Challengers Bangalore,1,0,2
1216510,2020-09-24,GJ Maxwell,Kings XI Punjab,5,1,6
1216510,2020-09-24,JR Philippe,Royal Challengers Bangalore,0,1,3
1216510,2020-09-24,KK Nair,Kings XI Punjab,15,0,8
1216510,2020-09-24,KL Rahul,Kings XI Punjab,132,0,70
1216510,2020-09-24,MA Agarwal,Kings XI Punjab,26,1,22
1216510,2020-09-24,N Pooran,Kings XI Punjab,17,1,19
1216510,2020-09-24,Navdeep Saini,Royal Challengers Bangalore,6,1,7
1216510,2020-09-24,S Dube,Royal Challengers Bangalore,12,1,12
1216510,2020-09-24,UT Yadav,Royal Challengers Bangalore,0,1,2
1216510,2020-09-24,V Kohli,Royal Challengers Bangalore,1,1,5
1216510,2020-09-24,Washington Sundar,Royal Challengers Bangalore,30,1,28
1216510,2020-09-24,YS Chahal,Royal Challengers Bangalore,1,1,4
1216511,2020-10-06,AS Rajpoot,Rajasthan Royals,2,1,5
1216511,2020-10-06,HH Pandya,Mumbai Indians,30,0,20
1216511,2020-10-06,Ishan Kishan,Mumbai Indians,0,1,1
1216511,2020-10-06,JC Archer,Rajasthan Royals,24,1,11
1216511,2020-10-06,JC Buttler,Rajasthan Royals,70,1,44
1216511,2020-10-06,KH Pandya,Mumbai Indians,12,1,17
1216511,2020-10-06,MK Lomror,Rajasthan Royals,11,1,13
1216511,2020-10-06,Q de Kock,Mumbai Indians,23,1,16
1216511,2020-10-06,R Tewatia,Rajasthan Royals,5,1,6
1216511,2020-10-06,RG Sharma,Mumbai Indians,35,1,24
1216511,2020-10-06,S Gopal,Rajasthan Royals,1,1,2
1216511,2020-10-06,SA Yadav,Mumbai Indians,79,0,49
1216511,2020-10-06,SPD Smith,Rajasthan Royals,6,1,7
1216511,2020-10-06,SV Samson,Rajasthan Royals,0,1,3
1216511,2020-10-06,TK Curran,Rajasthan Royals,15,1,17
1216511,2020-10-06,YBK Jaiswal,Rajasthan Royals,0,1,2
1216512,2020-10-18,AD Russell,Kolkata Knight Riders,9,1,11
1216512,2020-10-18,Abdul Samad,Sunrisers Hyderabad,25,2,17
1216512,2020-10-18,DA Warner,Sunrisers Hyderabad,47,1,35
1216512,2020-10-18,EJG Morgan,Kolkata Knight Riders,35,1,25
1216512,2020-10-18,JM Bairstow,Sunrisers Hyderabad,36,1,28
1216512,2020-10-18,KD Karthik,Kolkata Knight Riders,29,0,16
1216512,2020-10-18,KS Williamson,Sunrisers Hyderabad,29,1,20
1216512,2020-10-18,MK Pandey,Sunrisers Hyderabad,6,1,7
1216512,2020-10-18,N Rana,Kolkata Knight Riders,29,1,20
1216512,2020-10-18,PK Garg,Sunrisers Hyderabad,4,1,7
1216512,2020-10-18,RA Tripathi,Kolkata Knight Riders,23,1,16
1216512,2020-10-18,Rashid Khan,Sunrisers Hyderabad,1,0,2
1216512,2020-10-18,Shubman Gill,Kolkata Knight Riders,36,1,37
1216512,2020-10-18,V Shankar,Sunrisers Hyderabad,7,1,10
1216513,2020-10-04,F du Plessis,Chennai Super Kings,87,0,55
1216513,2020-10-04,GJ Maxwell,Kings XI Punjab,11,0,7
1216513,2020-10-04,KL Rahul,Kings XI Punjab,63,1,52
1216513,2020-10-04,MA Agarwal,Kings XI Punjab,26,1,21
1216513,2020-10-04,Mandeep Singh,Kings XI Punjab,27,1,16
1216513,2020-10-04,N Pooran,Kings XI Punjab,33,1,17
1216513,2020-10-04,SN Khan,Kings XI Punjab,14,0,10
1216513,2020-10-04,SR Watson,Chennai Super Kings,83,0,58
1216514,2020-10-03,AB de Villiers,Royal Challengers Bangalore,12,0,10
1216514,2020-10-03,AJ Finch,Royal Challengers Bangalore,8,1,7
1216514,2020-10-03,D Padikkal,Royal Challengers Bangalore,63,1,46
1216514,2020-10-03,JC Archer,Rajasthan Royals,16,0,10
1216514,2020-10-03,JC Buttler,Rajasthan Royals,22,1,12
1216514,2020-10-03,MK Lomror,Rajasthan Royals,47,1,39
1216514,2020-10-03,R Parag,Rajasthan Royals,16,1,19
1216514,2020-10-03,R Tewatia,Rajasthan Royals,24,0,12
1216514,2020-10-03,RV Uthappa,Rajasthan Royals,17,1,22
1216514,2020-10-03,SPD Smith,Rajasthan Royals,5,1,5
1216514,2020-10-03,SV Samson,Rajasthan Royals,4,1,3
1216514,2020-10-03,V Kohli,Royal Challengers Bangalore,72,0,53
1216515,2020-10-03,AD Russell,Kolkata Knight Riders,13,1,8
1216515,2020-10-03,EJG Morgan,Kolkata Knight Riders,44,1,19
1216515,2020-10-03,KD Karthik,Kolkata Knight Riders,6,1,8
1216515,2020-10-03,KL Nagarkoti,Kolkata Knight Riders,3,0,3
1216515,2020-10-03,MP Stoinis,Delhi Capitals,1,1,3
1216515,2020-10-03,N Rana,Kolkata Knight Riders,58,1,37
1216515,2020-10-03,PJ Cummins,Kolkata Knight Riders,5,1,4
1216515,2020-10-03,PP Shaw,Delhi Capitals,66,1,41
1216515,2020-10-03,RA Tripathi,Kolkata Knight Riders,36,1,17
1216515,2020-10-03,RR Pant,Delhi Capitals,38,1,19
1216515,2020-10-03,S Dhawan,Delhi Capitals,26,1,16
1216515,2020-10-03,SO Hetmyer,Delhi Capitals,7,0,5
1216515,2020-10-03,SP Narine,Kolkata Knight Riders,3,1,5
1216515,2020-10-03,SS Iyer,Delhi Capitals,88,0,38
1216515,2020-10-03,Shivam Mavi,Kolkata Knight Riders,1,0,3
1216515,2020-10-03,Shubman Gill,Kolkata Knight Riders,28,1,23
1216516,2020-10-02,AT Rayudu,Chennai Super Kings,8,1,9
1216516,2020-10-02,Abdul Samad,Sunrisers Hyderabad,8,0,6
1216516,2020-10-02,Abhishek Sharma,Sunrisers Hyderabad,31,1,26
1216516,2020-10-02,DA Warner,Sunrisers Hyderabad,28,1,30
1216516,2020-10-02,F du Plessis,Chennai Super Kings,22,0,21
1216516,2020-10-02,JM Bairstow,Sunrisers Hyderabad,0,1,3
1216516,2020-10-02,KM Jadhav,Chennai Super Kings,3,2,10
1216516,2020-10-02,KS Williamson,Sunrisers Hyderabad,9,1,13
1216516,2020-10-02,MK Pandey,Sunrisers Hyderabad,29,1,23
1216516,2020-10-02,MS Dhoni,Chennai Super Kings,47,0,37
1216516,2020-10-02,PK Garg,Sunrisers Hyderabad,51,0,27
1216516,2020-10-02,RA Jadeja,Chennai Super Kings,50,1,36
1216516,2020-10-02,SM Curran,Chennai Super Kings,15,0,5
1216516,2020-10-02,SR Watson,Chennai Super Kings,1,1,6
1216517,2020-10-18,CH Gayle,Kings XI Punjab,31,1,25
1216517,2020-10-18,CJ Jordan,Kings XI Punjab,13,1,8
1216517,2020-10-18,DJ Hooda,Kings XI Punjab,24,0,17
1216517,2020-10-18,GJ Maxwell,Kings XI Punjab,0,1,2
1216517,2020-10-18,HH Pandya,Mumbai Indians,9,1,6
1216517,2020-10-18,Ishan Kishan,Mumbai Indians,7,1,7
1216517,2020-10-18,KA Pollard,Mumbai Indians,42,1,18
1216517,2020-10-18,KH Pandya,Mumbai Indians,34,1,30
1216517,2020-10-18,KL Rahul,Kings XI Punjab,81,2,57
1216517,2020-10-18,MA Agarwal,Kings XI Punjab,19,1,12
1216517,2020-10-18,N Pooran,Kings XI Punjab,24,2,13
1216517,2020-10-18,NM Coulter-Nile,Mumbai Indians,24,0,12
1216517,2020-10-18,Q de Kock,Mumbai Indians,56,2,47
1216517,2020-10-18,RG Sharma,Mumbai Indians,11,1,11
1216517,2020-10-18,SA Yadav,Mumbai Indians,0,1,4
1216518,2020-10-22,BA Stokes,Rajasthan Royals,30,2,33
1216518,2020-10-22,DA Warner,Sunrisers Hyderabad,4,1,4
1216518,2020-10-22,JC Archer,Rajasthan Royals,16,0,8
1216518,2020-10-22,JC Buttler,Rajasthan Royals,9,1,12
1216518,2020-10-22,JM Bairstow,Sunrisers Hyderabad,10,1,8
1216518,2020-10-22,MK Pandey,Sunrisers Hyderabad,83,0,49
1216518,2020-10-22,R Parag,Rajasthan Royals,20,1,13
